,x,y,z
0,-1.0,1.0,1.0
1,-0.9776392978643274,0.9999999776393202,1.0447213483696458
2,-0.9537059382095198,0.9994647898924202,1.0886179071152833
3,-0.9282552023479292,0.9983266744703574,1.1316407468331542
4,-0.9013438160792436,0.9965222046094102,1.1737420672117187
5,-0.8730300347185878,0.9939925585124829,1.214875152139612
6,-0.8433736741721174,0.9906838081403412,1.254994380074763
7,-0.8124360839463602,0.9865472235818405,1.2940552835360695
8,-0.7802800585413471,0.981539587762673,1.3320146514661964
9,-0.7469696845150133,0.9756235148601109,1.3688306678671776
10,-0.712570121683511,0.968767764511503,1.404463079575608
11,-0.6771473184862934,0.9609475427829034,1.4388733853831233
12,-0.6407676635199656,0.9521447799523927,1.4720250379977475
13,-0.603497577626439,0.9423483745090072,1.5038836496730537
14,-0.5654030536720379,0.9315543924097652,1.5344171918050895
15,-0.5265491542030268,0.9197662105903981,1.5635961785154866
16,-0.4869994804018777,0.9069945939778666,1.5913938243029486
17,-0.4468156290549535,0.8932576957594132,1.6177861663412019
18,-0.4060566574007949,0.878580971346845,1.6427521429936989
19,-0.3647785785528409,0.8629969972363376,1.6662736216365293
20,-0.32303391244539387,0.8465451866996883,1.6883353709244702
